"","barrio_nombre","codigo_manzana","anos","cambio_relativo","diferencia","porc","val1","val2"
"19732","NIZA NORTE",9123034,"2012 a 2020 ","aumento",1580000,258,1e+06,2580000
"19733","SALAZAR USME",2528092,"2012 a 2020 ","aumento",515000,253.7,335000,850000
"19734","CUNDINAMARCA",6211001,"2012 a 2020 ","aumento",420000,380,150000,570000
"19735","LOS CEREZOS",5616041,"2012 a 2020 ","aumento",1660000,407.4,540000,2200000
"19736","LOS LIBERTADORES",1327063,"2012 a 2020 ","aumento",510000,440,150000,660000
"19737","ALTOS DEL ZUQUE",1331084,"2012 a 2020 ","aumento",26000,153.1,49000,75000
"19738","CIUDAD BACHUE I ETAPA",5631051,"2012 a 2020 ","aumento",1950000,454.5,550000,2500000
"19739","SAN CRISTOBAL SUR",1108016,"2012 a 2020 ","aumento",650000,285.7,350000,1e+06
"19740","LAS GUACAMAYAS I",1355070,"2012 a 2020 ","aumento",251800,470.3,68000,319800
"19741","SAN BERNARDINO I",4597029,"2012 a 2020 ","aumento",3900,121.7,18000,21900
"19742","SABANA GRANDE",6523034,"2012 a 2020 ","aumento",1560000,388.9,540000,2100000
"19743","POTOSI",5401009,"2012 a 2020 ","aumento",1200000,209.1,1100000,2300000
"19744","CIUDAD JARDIN SUR",1204008,"2012 a 2020 ","aumento",1270000,301.6,630000,1900000
"19745","EL JAZMIN",4611023,"2012 a 2020 ","aumento",880000,309.5,420000,1300000
"19746","POLO CLUB",7401075,"2012 a 2020 ","aumento",1195000,193.7,1275000,2470000
"19747","SANTA RITA DE SUBA",9255063,"2012 a 2020 ","aumento",1160000,441.2,340000,1500000
"19748","SAN RAFAEL USME",1322012,"2012 a 2020 ","aumento",35800,149.7,72000,107800
"19749","EL PINAR",1324051,"2012 a 2020 ","aumento",880000,500,220000,1100000
"19750","COLMENA I LOS PINARES",1324071,"2012 a 2019 ","aumento",820000,315.8,380000,1200000
"19751","LOS LIBERTADORES",1327078,"2012 a 2020 ","aumento",450000,400,150000,6e+05
"19752","EL PARAISO",1329003,"2012 a 2020 ","aumento",680000,326.7,3e+05,980000
"19753","CANADA O GUIRA",1330008,"2012 a 2020 ","aumento",630000,470.6,170000,8e+05
"19754","ALTOS DEL ZUQUE",1331075,"2012 a 2020 ","aumento",387000,734.4,61000,448000
"19755","JUAN JOSE RONDON I",1336091,"2012 a 2020 ","aumento",9000,128.6,31500,40500
"19756","LA BELLEZA",1338014,"2012 a 2020 ","aumento",410000,555.6,90000,5e+05
"19757","LAS GUACAMAYAS II",1352043,"2012 a 2020 ","aumento",856000,507.6,210000,1066000
"19758","LAS GUACAMAYAS IV",1353008,"2012 a 2020 ","aumento",866000,533,2e+05,1066000
"19759","LAS GUACAMAYAS I",1355045,"2012 a 2020 ","aumento",856000,507.6,210000,1066000
"19760","DIANA TURBAY CULTIVOS",1432087,"2012 a 2020 ","aumento",370000,346.7,150000,520000
"19761","DIANA TURBAY CULTIVOS",1432096,"2012 a 2020 ","aumento",390000,400,130000,520000
"19762","SAN ANTONIO",2102059,"2012 a 2020 ","aumento",1480000,384.6,520000,2e+06
"19763","RESTREPO",2103045,"2012 a 2020 ","aumento",1500000,193.8,1600000,3100000
"19764","RESTREPO",2103061,"2012 a 2020 ","aumento",2400000,200,2400000,4800000
"19765","RESTREPO OCCIDENTAL",2104059,"2012 a 2020 ","aumento",1650000,375,6e+05,2250000
"19766","SANTANDER",2105001,"2012 a 2020 ","aumento",1560000,388.9,540000,2100000
"19767","QUIROGA CENTRAL",2203032,"2012 a 2020 ","aumento",1760000,617.6,340000,2100000
"19768","QUIROGA SUR",2204049,"2012 a 2020 ","aumento",527000,611.7,103000,630000
"19769","QUIROGA I",2209013,"2012 a 2020 ","aumento",1540000,527.8,360000,1900000
"19770","QUIROGA I",2209085,"2012 a 2020 ","aumento",1550000,542.9,350000,1900000
"19771","QUIROGA I",2209090,"2012 a 2020 ","aumento",521000,578,109000,630000
"19772","LAGUNITAS",204304041,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19773","SAN BERNARDINO XIX",205319017,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19774","SANTA CECILIA",207801099,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19775","SAN ISIDRO RURAL II",208125026,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19776","SAN JUAN",209104003,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19777","SAN JUAN",209104006,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19778","LA ESPERANZA",208125032,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19779","EL REMANSO",205320014,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19780","SAN BERNARDINO XVIII",205318040,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19781","CAMPO VERDE",205322029,"2012 a 2018 ","se mantuvo",0,NA,0,0
"19782","BUENOS AIRES",1102024,"2012 a 2020 ","aumento",640000,328.6,280000,920000
"19783","BUENOS AIRES",1102041,"2012 a 2020 ","aumento",650000,340.7,270000,920000
"19784","VITELMA",1103038,"2012 a 2020 ","aumento",670000,368,250000,920000
"19785","BOSQUE DE PINOS",8520035,"2012 a 2020 ","aumento",883000,1417.9,67000,950000
"19786","BOSQUE DE PINOS",8520044,"2012 a 2020 ","aumento",883000,1417.9,67000,950000
"19787","LA ESTRELLITA I",8540018,"2012 a 2020 ","aumento",603000,1000,67000,670000
"19788","HORIZONTES NORTE",8533090,"2012 a 2020 ","aumento",733000,1194,67000,8e+05
"19789","BELLAVISTA LUCERO ALTO",2560022,"2012 a 2020 ","aumento",440000,344.4,180000,620000
"19790","EL REFUGIO",8303005,"2012 a 2020 ","aumento",2800000,207.7,2600000,5400000
"19791","CHUCUA DE LA VACA II",4620015,"2012 a 2020 ","aumento",1200000,400,4e+05,1600000
"19792","TIBAQUE SUR",1335023,"2012 a 2020 ","aumento",77384,240.7,55000,132384
"19793","VITELMA",1103058,"2012 a 2020 ","aumento",343000,374.4,125000,468000
"19794","SAN BLAS",1106044,"2012 a 2020 ","aumento",680000,351.9,270000,950000
"19795","LAS MERCEDES",1107001,"2012 a 2020 ","aumento",730000,370.4,270000,1e+06
"19796","EL PORTAL DEL BRASIL",4591012,"2012 a 2020 ","aumento",368000,217.9,312000,680000
"19797","SAN MARTIN",4592020,"2012 a 2020 ","aumento",1840000,611.1,360000,2200000
"19798","LA LIBERTAD",4593087,"2012 a 2020 ","aumento",1210000,455.9,340000,1550000
"19799","ALQUERIA LA FRAGUA II",4596018,"2012 a 2020 ","aumento",1280000,346.2,520000,1800000
"19800","ALQUERIA LA FRAGUA II",4596036,"2012 a 2020 ","aumento",1580000,403.8,520000,2100000
"19801","SAN JOSE DE BAVARIA",9129088,"2012 a 2020 ","aumento",590000,205.4,560000,1150000
"19802","SANTA HELENA",9131001,"2012 a 2020 ","aumento",1500000,200,1500000,3e+06
"19803","CASABLANCA SUBA URBANO",9136005,"2012 a 2020 ","aumento",65000,141.7,156000,221000
"19804","LOS NARANJOS",9201070,"2012 a 2020 ","aumento",940000,361.1,360000,1300000
"19805","EL RINCON",9202033,"2012 a 2020 ","aumento",1250000,377.8,450000,1700000
"19806","EL RINCON NORTE",9204011,"2012 a 2020 ","aumento",2050000,373.3,750000,2800000
"19807","EL RINCON NORTE",9204064,"2012 a 2020 ","aumento",1540000,434.8,460000,2e+06
"19808","AURES",9205061,"2012 a 2020 ","aumento",1800000,357.1,7e+05,2500000
"19809","VILLA ELISA",9207076,"2012 a 2020 ","aumento",1200000,250,8e+05,2e+06
"19810","COSTA AZUL",9208012,"2012 a 2020 ","aumento",1775000,384,625000,2400000
"19811","COSTA AZUL",9208021,"2012 a 2020 ","aumento",1825000,370.4,675000,2500000
"19812","COSTA AZUL",9208042,"2012 a 2020 ","aumento",1825000,370.4,675000,2500000
"19813","LAS FLORES",9210029,"2012 a 2020 ","aumento",1900000,445.5,550000,2450000
"19814","EDUARDO FREY",2301006,"2012 a 2020 ","aumento",1500000,300,750000,2250000
"19815","EDUARDO FREY",2301008,"2012 a 2020 ","aumento",410207,283.9,223000,633207
"19816","SANTANDER SUR",2302001,"2012 a 2020 ","aumento",1350000,212.5,1200000,2550000
"19817","CENTENARIO",2303039,"2012 a 2020 ","aumento",1150000,387.5,4e+05,1550000
"19818","SAN BERNARDINO I",4597042,"2012 a 2020 ","aumento",580000,314.8,270000,850000
"19819","CALANDAIMA",4601004,"2012 a 2020 ","aumento",1430000,440.5,420000,1850000
"19820","CALANDAIMA",4601021,"2012 a 2020 ","aumento",1430000,440.5,420000,1850000
"19821","CHICALA",4605002,"2012 a 2020 ","aumento",1145000,382.7,405000,1550000
"19822","CHICALA",4605003,"2012 a 2020 ","aumento",1145000,382.7,405000,1550000
"19823","CHICALA",4605004,"2012 a 2020 ","aumento",1145000,382.7,405000,1550000
"19824","DINDALITO",4612064,"2012 a 2020 ","aumento",1370000,418.6,430000,1800000
"19825","DINDALITO",4612075,"2012 a 2020 ","aumento",1370000,418.6,430000,1800000
"19826","DINDALITO",4612093,"2012 a 2020 ","aumento",1360000,409.1,440000,1800000
"19827","PROVIVIENDA OCCIDENTAL",4613011,"2012 a 2020 ","aumento",1360000,351.9,540000,1900000
"19828","CHUCUA DE LA VACA III",4619020,"2012 a 2020 ","aumento",1100000,466.7,3e+05,1400000
"19829","CHUCUA DE LA VACA II",4620063,"2012 a 2020 ","aumento",1e+06,350,4e+05,1400000
"19830","BRASIL",4622024,"2012 a 2020 ","aumento",1193000,434.2,357000,1550000
"19831","BRASIL",4622040,"2012 a 2020 ","aumento",1200000,442.9,350000,1550000
"19832","BOSA",4522026,"2012 a 2020 ","aumento",1100000,414.3,350000,1450000
"19833","BOSA",4522054,"2012 a 2020 ","aumento",1300000,471.4,350000,1650000
"19834","SAN PABLO BOSA",4524028,"2012 a 2020 ","aumento",1020000,337.2,430000,1450000
"19835","SAN PABLO BOSA",4524066,"2012 a 2020 ","aumento",688000,386.7,240000,928000
"19836","SAN PABLO BOSA",4524081,"2012 a 2020 ","aumento",965000,299,485000,1450000
"19837","CEMENTERIO JARDINES APOGEO",4529081,"2012 a 2020 ","aumento",232442,266,140000,372442
"19838","CORREDOR FERREO DEL SUR",4529084,"2012 a 2018 ","aumento",30000,110,3e+05,330000
"19839","TIMIZA B",4530057,"2012 a 2020 ","aumento",1680000,423.1,520000,2200000
"19840","MANDALAY",4531027,"2012 a 2020 ","aumento",404000,216.8,346000,750000
"19841","LA CECILIA",4532004,"2012 a 2020 ","aumento",1960000,463,540000,2500000
"19842","LA CECILIA",4532039,"2012 a 2020 ","aumento",1530000,425.5,470000,2e+06
"19843","LA CECILIA",4532065,"2012 a 2020 ","aumento",1375000,359.4,530000,1905000
"19844","ROMA",4534051,"2012 a 2020 ","aumento",1510000,408.2,490000,2e+06
"19845","ROMA",4534074,"2012 a 2020 ","aumento",1510000,408.2,490000,2e+06
"19846","OLARTE",4538059,"2012 a 2020 ","aumento",1600000,420,5e+05,2100000
"19847","LOS LAURELES",4539043,"2012 a 2020 ","aumento",1047000,396.6,353000,1400000
"19848","CATALINA II",4540061,"2012 a 2020 ","aumento",1200000,366.7,450000,1650000
"19849","CATALINA II",4540079,"2012 a 2020 ","aumento",1470000,377.4,530000,2e+06
"19850","SANTA INES SUR",1308092,"2012 a 2020 ","aumento",520000,285.7,280000,8e+05
"19851","OSPINA PEREZ",4406091,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19852","LAS FLORES",9210064,"2012 a 2020 ","aumento",1550000,381.8,550000,2100000
"19853","PORTALES DEL NORTE",9215043,"2012 a 2020 ","aumento",2100000,333.3,9e+05,3e+06
"19854","LA GAITANA",9216099,"2012 a 2020 ","aumento",519000,468.1,141000,660000
"19855","ARBORIZADORA ALTA",2568038,"2012 a 2020 ","aumento",880000,500,220000,1100000
"19856","ARBORIZADORA ALTA",2568046,"2012 a 2020 ","aumento",780000,454.5,220000,1e+06
"19857","ARBORIZADORA ALTA",2569045,"2012 a 2020 ","aumento",860000,714.3,140000,1e+06
"19858","ANTONIO JOSE DE SUCRE",2571081,"2012 a 2020 ","aumento",410000,392.9,140000,550000
"19859","SERRANIAS I",2576058,"2012 a 2020 ","aumento",460000,611.1,90000,550000
"19860","ARABIA",2578030,"2012 a 2020 ","aumento",360000,614.3,70000,430000
"19861","LA TORRE",2581086,"2012 a 2020 ","aumento",310000,875,40000,350000
"19862","LA TORRE",2581092,"2012 a 2020 ","aumento",310000,875,40000,350000
"19863","BELLA FLOR SUR",2582014,"2012 a 2020 ","aumento",3e+05,700,50000,350000
"19864","QUIBA URBANO",2583025,"2012 a 2020 ","aumento",92000,330,40000,132000
"19865","EL MOCHUELO",2584028,"2012 a 2020 ","aumento",36500,145.6,80000,116500
"19866","EL MOCHUELO URBANO",2585021,"2012 a 2020 ","aumento",243000,3571.4,7000,250000
"19867","CENTRO USME URBANO",2599024,"2012 a 2020 ","aumento",305000,296.8,155000,460000
"19868","CENTRO USME URBANO",2599035,"2012 a 2020 ","aumento",260000,165,4e+05,660000
"19869","LOS OLIVARES",2604006,"2012 a 2020 ","aumento",530000,478.6,140000,670000
"19870","BOLONIA",2605011,"2012 a 2020 ","aumento",380000,480,1e+05,480000
"19871","LA ESPERANZA SUR",2605024,"2012 a 2020 ","aumento",360000,400,120000,480000
"19872","EL CURUBO",2606025,"2012 a 2020 ","aumento",340000,342.9,140000,480000
"19873","LA ESPERANZA SUR",2607014,"2012 a 2020 ","aumento",320000,300,160000,480000
"19874","EL BOSQUE CENTRAL I",2608009,"2012 a 2020 ","aumento",39370.76,143.7,90000,129370.8
"19875","BRASIL",4622095,"2012 a 2020 ","aumento",1193000,434.2,357000,1550000
"19876","SAN BERNARDINO POTRERITOS",4623034,"2012 a 2020 ","aumento",830000,407.4,270000,1100000
"19877","SAN BERNARDINO POTRERITOS",4623041,"2012 a 2020 ","aumento",895000,393.4,305000,1200000
"19878","ALTOS DE CHOZICA",9222014,"2012 a 2020 ","aumento",1175000,323.8,525000,1700000
"19879","TTES DE COLOMBIA",9223034,"2012 a 2020 ","aumento",541000,463.1,149000,690000
"19880","TIBABUYES UNIVERSAL",9225058,"2012 a 2020 ","aumento",1890000,333.3,810000,2700000
"19881","TUNA ALTA",9226010,"2012 a 2020 ","aumento",1130000,340.4,470000,1600000
"19882","SALITRE SUBA",9226091,"2012 a 2020 ","aumento",1130000,340.4,470000,1600000
"19883","LOMBARDIA",9228065,"2012 a 2020 ","aumento",2e+06,385.7,7e+05,2700000
"19884","SAN CAYETANO",9230019,"2012 a 2020 ","aumento",1070000,237.2,780000,1850000
"19885","SABANA DE TIBABUYES",9232024,"2012 a 2020 ","aumento",1700000,342.9,7e+05,2400000
"19886","RINCON DE SUBA",9237049,"2012 a 2020 ","aumento",1280000,404.8,420000,1700000
"19887","TUNA BAJA",9242027,"2012 a 2020 ","aumento",63100,184.1,75000,138100
"19888","VILLA HERMOSA",9244012,"2012 a 2020 ","aumento",1220000,421.1,380000,1600000
"19889","VILLA HERMOSA",9244024,"2012 a 2020 ","aumento",1220000,421.1,380000,1600000
"19890","CAOBOS SALAZAR",8518029,"2012 a 2020 ","aumento",2e+06,281.8,1100000,3100000
"19891","ESTRELLA DEL NORTE",8519035,"2012 a 2020 ","aumento",2412000,303,1188000,3600000
"19892","ESTRELLA DEL NORTE",8519084,"2012 a 2020 ","aumento",1468000,257.5,932000,2400000
"19893","EL VERVENAL",8526002,"2012 a 2020 ","aumento",1433000,314.8,667000,2100000
"19894","EL CEREZO",8527012,"2012 a 2020 ","aumento",1850000,317.6,850000,2700000
"19895","BUENAVISTA",8535053,"2012 a 2020 ","aumento",450000,304.5,220000,670000
"19896","VERBENAL SAN ANTONIO",8537006,"2012 a 2020 ","aumento",2300000,428.6,7e+05,3e+06
"19897","VERBENAL SAN ANTONIO",8537009,"2012 a 2020 ","aumento",1680000,333.3,720000,2400000
"19898","BRITALIA",9102024,"2012 a 2020 ","aumento",1650000,400,550000,2200000
"19899","SAN JOSE DEL PRADO",9106073,"2012 a 2020 ","aumento",2050000,472.7,550000,2600000
"19900","PRADO VERANIEGO",9107007,"2012 a 2020 ","aumento",2550000,492.3,650000,3200000
"19901","CIUDAD JARDIN NORTE",9108047,"2012 a 2020 ","aumento",2130000,427.7,650000,2780000
"19902","VICTORIA NORTE",9110003,"2012 a 2020 ","aumento",2100000,362.5,8e+05,2900000
"19903","VICTORIA NORTE",9110037,"2012 a 2020 ","aumento",1900000,246.2,1300000,3200000
"19904","MONACO",9111033,"2012 a 2020 ","aumento",1250000,200,1250000,2500000
"19905","SANTA LIBRADA",2526044,"2012 a 2020 ","aumento",710000,308.8,340000,1050000
"19906","CHARALA",2611023,"2012 a 2020 ","aumento",6e+05,400,2e+05,8e+05
"19907","BOLIVIA",5675098,"2012 a 2020 ","aumento",1760000,334.7,750000,2510000
"19908","SAN ANTONIO ENGATIVA",5679003,"2012 a 2020 ","aumento",1710000,313.8,8e+05,2510000
"19909","VILLA DEL MAR",5680017,"2012 a 2020 ","aumento",1395000,288.5,740000,2135000
"19910","CIUDAD BACHUE II",5682009,"2012 a 2020 ","aumento",2150000,430.8,650000,2800000
"19911","CIUDAD BACHUE II",5682031,"2012 a 2020 ","aumento",1950000,454.5,550000,2500000
"19912","QUIRIGUA II",5684015,"2012 a 2020 ","aumento",727000,274.3,417000,1144000
"19913","QUIRIGUA II",5684033,"2012 a 2020 ","aumento",1900000,371.4,7e+05,2600000
"19914","QUIRIGUA II",5684043,"2012 a 2020 ","aumento",1915000,343.9,785000,2700000
"19915","QUIRIGUA II",5684084,"2012 a 2020 ","aumento",574000,378.6,206000,780000
"19916","EL EJIDO",6206004,"2012 a 2020 ","aumento",1600000,328.6,7e+05,2300000
"19917","SALAZAR GOMEZ",6212021,"2012 a 2020 ","aumento",1750000,418.2,550000,2300000
"19918","PUENTE ARANDA",6215009,"2012 a 2020 ","aumento",1750000,369.2,650000,2400000
"19919","CIUDAD SALITRE NOR-ORIENTAL",6216002,"2012 a 2020 ","aumento",2600000,244.4,1800000,4400000
"19920","LA ESPERANZA NORTE",6303052,"2012 a 2020 ","aumento",725000,221.8,595000,1320000
"19921","MODELIA OCCIDENTAL",6312086,"2012 a 2020 ","aumento",1538173,253.8,1e+06,2538173
"19922","SALITRE OCCIDENTAL",6313022,"2012 a 2020 ","aumento",2400000,220,2e+06,4400000
"19923","SALITRE OCCIDENTAL",6313038,"2012 a 2020 ","aumento",1171302,230.1,9e+05,2071302
"19924","BOSQUE DE MODELIA",6316005,"2012 a 2020 ","aumento",1550000,293.8,8e+05,2350000
"19925","PINOS DE LOMBARDIA",9245034,"2012 a 2020 ","aumento",1700000,342.9,7e+05,2400000
"19926","SAN CARLOS DE SUBA",9251058,"2012 a 2020 ","aumento",1095000,340.7,455000,1550000
"19927","LA RESURRECCION I",1427097,"2012 a 2020 ","aumento",320000,277.8,180000,5e+05
"19928","PARAISO QUIBA",2565057,"2012 a 2020 ","aumento",530000,688.9,90000,620000
"19929","EL MOCHUELO III",2585001,"2012 a 2020 ","aumento",220000,833.3,30000,250000
"19930","EL MOCHUELO III URBANO",2596001,"2012 a 2020 ","disminuyo",-22300,30.3,32000,9700
"19931","GUALOCHE",4552045,"2012 a 2020 ","aumento",1130000,453.1,320000,1450000
"19932","LA FAENA",5666022,"2012 a 2020 ","aumento",296649,159.3,5e+05,796649
"19933","GUADUAL FONTIBON",6523060,"2012 a 2020 ","aumento",1350000,280,750000,2100000
"19934","EL REDIL",8532009,"2012 a 2020 ","aumento",728000,268.5,432000,1160000
"19935","TIBABITA RURAL I",8540053,"2012 a 2020 ","aumento",603000,1000,67000,670000
"19936","PROVIVIENDA OCCIDENTAL",4505037,"2012 a 2020 ","aumento",1660000,407.4,540000,2200000
"19937","PROVIVIENDA OCCIDENTAL",4505095,"2012 a 2020 ","aumento",1550000,444.4,450000,2e+06
"19938","PROVIVIENDA OCCIDENTAL",4505002,"2012 a 2020 ","aumento",1780000,347.2,720000,2500000
"19939","EL ENSUENO",2416040,"2012 a 2020 ","aumento",1430000,Inf,0,1430000
"19940","SANTA LIBRADA",2526050,"2012 a 2020 ","aumento",710000,308.8,340000,1050000
"19941","SANTA LIBRADA NORTE",2528025,"2012 a 2020 ","aumento",5e+05,242.9,350000,850000
"19942","SANTA LIBRADA NORTE",2528067,"2012 a 2020 ","aumento",505000,246.4,345000,850000
"19943","SANTA LIBRADA NORTE",2528083,"2012 a 2020 ","aumento",5e+05,242.9,350000,850000
"19944","SANTA LIBRADA NORTE",2528089,"2012 a 2020 ","aumento",226500,253.6,147500,374000
"19945","LA MARICHUELA",2529025,"2012 a 2020 ","aumento",9e+05,357.1,350000,1250000
"19946","QUIBA",2530064,"2012 a 2020 ","aumento",5e+05,516.7,120000,620000
"19947","QUIBA",2530075,"2012 a 2020 ","aumento",570000,456.2,160000,730000
"19948","CANDELARIA LA NUEVA",2531007,"2012 a 2020 ","aumento",1320000,447.4,380000,1700000
"19949","CHUNIZA",2537058,"2012 a 2020 ","aumento",750000,250,5e+05,1250000
"19950","GRAN BRITALIA I",4556050,"2012 a 2020 ","aumento",1450000,422.2,450000,1900000
"19951","GRAN BRITALIA I",4556084,"2012 a 2020 ","aumento",1100000,375,4e+05,1500000
"19952","GRAN BRITALIA",4557024,"2012 a 2020 ","aumento",1450000,422.2,450000,1900000
"19953","EL JARDIN",4561015,"2012 a 2020 ","aumento",1070000,565.2,230000,1300000
"19954","EL JARDIN",4561048,"2012 a 2020 ","aumento",1070000,565.2,230000,1300000
"19955","GUADALUPE",4563016,"2012 a 2020 ","aumento",55000,111.7,470000,525000
"19956","TAIRONA",4564004,"2012 a 2020 ","aumento",1420000,344.8,580000,2e+06
"19957","JOSE ANTONIO GALAN",4569043,"2012 a 2020 ","aumento",1075000,279.2,6e+05,1675000
"19958","ANTONIA SANTOS",4570030,"2012 a 2020 ","aumento",1100000,414.3,350000,1450000
"19959","CIUDADELA EL RECREO",4573059,"2012 a 2020 ","aumento",1092388,342.8,450000,1542388
"19960","BOSA NOVA EL PORVENIR",4580060,"2012 a 2020 ","aumento",1210000,455.9,340000,1550000
"19961","TIMIZA C",4581073,"2012 a 2020 ","aumento",1630000,386,570000,2200000
"19962","LOS SAUCES",4587096,"2012 a 2020 ","aumento",1150000,428.6,350000,1500000
"19963","CHIGUAZA URBANO",1318066,"2012 a 2020 ","aumento",75000,Inf,0,75000
"19964","CIUDAD SALITRE NOR-ORIENTAL",6216037,"2012 a 2020 ","aumento",1320000,Inf,0,1320000
"19965","CIUDAD KENNEDY CENTRAL",4511078,"2012 a 2020 ","aumento",1300000,285.7,7e+05,2e+06
"19966","SAN DIEGO-BOSA",4513011,"2012 a 2020 ","aumento",1120000,394.7,380000,1500000
"19967","CIUDAD KENNEDY NORTE",4514062,"2012 a 2020 ","aumento",1200000,250,8e+05,2e+06
"19968","LA CAROLINA",8403002,"2012 a 2020 ","aumento",2900000,245,2e+06,4900000
"19969","SAN GABRIEL NORTE",8406025,"2012 a 2020 ","aumento",187011,230.8,143000,330011
"19970","ESCUELA DE INFANTERIA",8411026,"2012 a 2020 ","aumento",2820000,267.9,1680000,4500000
"19971","SANTA BIBIANA",8412046,"2012 a 2020 ","aumento",2500000,225,2e+06,4500000
"19972","SANTA BIBIANA",8412052,"2012 a 2020 ","aumento",3700000,285,2e+06,5700000
