OID_;OBJECTID;cod_ct;riesgo;localidad;barmanpre;chip;fecha_ct;año;shape_Leng;Shape_Le_1;Shape_Area
1617;15561;CT-7728;ANM;CIUDAD BOLIVAR;0024387614;AAA0165TBJH;8/10/2014;2014;36,787743680100000;36,787743680100000;74,444719852199995
1618;15563;CT-7728;ANM;CIUDAD BOLIVAR;0024387520;AAA0165TBFT;8/10/2014;2014;31,930907033699999;31,930907033699999;59,463137396900002
1619;15568;CT-7728;ANM;CIUDAD BOLIVAR;0024387608;AAA0020FZWF;8/10/2014;2014;37,891842611500003;37,891842611500003;83,763016242099994
1620;15577;CT-7728;ANM;CIUDAD BOLIVAR;0024387701;AAA0020HACN;8/10/2014;2014;37,940289318799998;37,940289318799998;83,472448510000007
1621;15710;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,981350311200000;29,981350311200000;49,899123979700001
1622;15717;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;28,237802725500000;28,237802725500000;45,251066312399999
1623;15718;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;32,411748497799998;32,411748497799998;55,697998430600002
1624;15719;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;32,957776325700003;32,957776325700003;57,050538487099999
1625;15720;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,000037270699998;30,000037270699998;49,999992800100003
1626;15721;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,000072012499999;30,000072012499999;50,000166498399999
1627;15722;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,000037270699998;30,000037270699998;49,999992800100003
1628;15723;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,000459850900000;30,000459850900000;49,999090260599999
1629;15724;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,000443830399998;30,000443830399998;49,999207065500002
1630;15725;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,000442532000001;30,000442532000001;49,999523337699998
1631;15726;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,000318618300000;30,000318618300000;49,999128167300000
1632;15727;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,000145476499998;30,000145476499998;49,998586074199999
1633;15728;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,200324972600001;29,200324972600001;47,860000192100003
1634;15729;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,347631468399999;29,347631468399999;48,229352285600001
1635;15730;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,991746412000001;29,991746412000001;49,743398012900002
1636;15731;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,346855288499999;29,346855288499999;48,128528700700002
1637;15732;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,306037976300001;29,306037976300001;48,035517283899999
1638;15733;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,999951908500002;29,999951908500002;43,122998156700000
1639;15734;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,999154258099999;29,999154258099999;47,990953189800003
1640;15735;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,767909232699999;29,767909232699999;48,215118484300000
1641;15736;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,013010398199999;30,013010398199999;50,026407320899999
1642;15737;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,060907576500000;30,060907576500000;50,147195873500003
1643;15738;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,089500230500001;30,089500230500001;50,094070251300003
1644;15739;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,046990304800001;30,046990304800001;50,111840775799998
1645;15740;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,030006959400001;30,030006959400001;50,069095429400001
1646;15741;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,043066880800001;30,043066880800001;50,103029913000000
1647;15742;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,063545282800000;30,063545282800000;50,152220806400003
1648;15743;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;31,179809568200000;31,179809568200000;52,930066747500000
1649;15744;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,008128983700001;30,008128983700001;49,992667121300002
1650;15745;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,006435081199999;30,006435081199999;49,987897373099997
1651;15746;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,277059148199999;30,277059148199999;50,596273810000000
1652;15747;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;29,839073423999999;29,839073423999999;49,165544546900001
1653;15748;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,611538276800001;30,611538276800001;51,510058504100002
1654;15749;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,206047289299999;30,206047289299999;49,743719342500000
1655;15750;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,011641991499999;30,011641991499999;50,000759626499999
1656;15751;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;30,010369138100000;30,010369138100000;49,997586408899998
1657;15752;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;39,478864679200001;39,478864679200001;62,630895826100001
1658;15753;CT-7901;ANM;SAN CRISTOBAL;2013059901;AAA0000SPJZ;15/12/2014;2014;33,260699710700003;33,260699710700003;48,508452155800001
1659;16699;CT-7988;ANM;SAN CRISTOBAL;0013182404;AAA0004JXPP;20/08/2015;2015;56,529973173599998;56,529973173599998;162,417635278000006
1660;16700;CT-7988;ANM;SAN CRISTOBAL;0013182402;AAA0004JXNN;20/08/2015;2015;60,920011751300002;60,920011751300002;192,572860479000013
1661;16722;CT-7988;ANM;SAN CRISTOBAL;0013182403;AAA0004JXOE;20/08/2015;2015;48,499980815699999;48,499980815699999;133,630352316000000
1662;16723;CT-7988;ANM;SAN CRISTOBAL;0013182401;AAA0004JXMS;20/08/2015;2015;45,640090926799999;45,640090926799999;128,208298235000001
1663;17157;CT-7985;A;RAFAEL URIBE URIBE;0014238118;AAA0167XAJZ;2/07/2015;2015;35,969980654399997;35,969980654399997;72,381861708900004
1664;17158;CT-7985;A;RAFAEL URIBE URIBE;0014238119;AAA0167XALF;2/07/2015;2015;35,849977278799997;35,849977278799997;71,650565949500006
1665;17166;CT-7985;ANM;RAFAEL URIBE URIBE;0014232810;AAA0170PHHY;2/07/2015;2015;114,903534088000001;114,903534088000001;678,607138549999945
1666;17167;CT-7985;A;RAFAEL URIBE URIBE;0014238120;AAA0167XAMR;2/07/2015;2015;37,060045368899999;37,060045368899999;74,879716614100005
1667;17416;CT-7965;ANM;RAFAEL URIBE URIBE;0025102733;AAA0022DAOM;11/05/2015;2015;39,400117095600002;39,400117095600002;70,956962422999993
1668;17488;CT-7965;ANM;RAFAEL URIBE URIBE;0025102811;AAA0022DBEA;11/05/2015;2015;35,500116404200000;35,500116404200000;67,154217440300002
1669;17489;CT-7965;ANM;RAFAEL URIBE URIBE;0025102825;AAA0022DBWF;11/05/2015;2015;50,699925868800001;50,699925868800001;61,626382194500003
1670;17562;CT-7965;ANM;RAFAEL URIBE URIBE;0025102704;AAA0022CZFZ;11/05/2015;2015;37,400021178099998;37,400021178099998;85,937967285699997
1671;17567;CT-7965;ANM;RAFAEL URIBE URIBE;0025102734;AAA0022DAPA;11/05/2015;2015;36,800041116700001;36,800041116700001;76,678530339299996
1672;17571;CT-7965;ANM;RAFAEL URIBE URIBE;0025102732;AAA0022DANX;11/05/2015;2015;35,900016947399997;35,900016947399997;80,122137688300000
1673;17594;CT-7965;ANM;RAFAEL URIBE URIBE;0025102731;AAA0022DAMR;11/05/2015;2015;41,600057471800000;41,600057471800000;104,176778385000006
1674;17638;CT-7965;ANM;RAFAEL URIBE URIBE;0025102810;AAA0022DBDM;11/05/2015;2015;32,800068936300001;32,800068936300001;49,442474040400000
1675;17641;CT-7965;ANM;RAFAEL URIBE URIBE;0025102812;AAA0022DBFT;11/05/2015;2015;39,800159823700000;39,800159823700000;91,768053213700000
1676;17643;CT-7965;ANM;RAFAEL URIBE URIBE;0025102809;AAA0022DBCX;11/05/2015;2015;32,500219334100002;32,500219334100002;48,923369795200003
1677;17692;CT-7965;ANM;RAFAEL URIBE URIBE;0025102816;AAA0022DBLW;11/05/2015;2015;35,499917179699999;35,499917179699999;76,732191479400001
1678;18403;CT-7953;ANM;RAFAEL URIBE URIBE;0025114514;AAA0022HYXS;1/04/2015;2015;30,615450109899999;30,615450109899999;48,289186096500003
1679;18426;CT-7953;ANM;RAFAEL URIBE URIBE;0025114501;AAA0022HYHK;1/04/2015;2015;37,302167212199997;37,302167212199997;83,600593621900003
1680;18536;CT-7953;ANM;RAFAEL URIBE URIBE;0025114515;AAA0022HYYN;1/04/2015;2015;45,406845755500001;45,406845755500001;106,383835220999998
1681;18641;CT-7945;ANM;RAFAEL URIBE URIBE;0025113112;AAA0022HLYX;20/03/2015;2015;34,523108421200000;34,523108421200000;62,161871521199998
1682;18642;CT-7945;ANM;RAFAEL URIBE URIBE;0025113111;AAA0022HLXR;20/03/2015;2015;40,713584766399997;40,713584766399997;96,603359960299997
1683;18677;CT-7945;ANM;RAFAEL URIBE URIBE;0025113210;AAA0022HMSY;20/03/2015;2015;35,447603323899997;35,447603323899997;63,284832421600001
1684;18678;CT-7945;ANM;RAFAEL URIBE URIBE;0025113211;AAA0022HMTD;20/03/2015;2015;39,103683105599998;39,103683105599998;88,688962619600005
1685;18679;CT-7945;ANM;RAFAEL URIBE URIBE;0025113113;AAA0022HLZM;20/03/2015;2015;36,002892527500002;36,002892527500002;72,028468228199998
1686;18680;CT-7945;ANM;RAFAEL URIBE URIBE;0025113309;AAA0022HNFT;20/03/2015;2015;35,479316243200003;35,479316243200003;68,325766830000006
1687;18681;CT-7945;ANM;RAFAEL URIBE URIBE;0025113308;AAA0022HNEA;20/03/2015;2015;39,155900020600001;39,155900020600001;92,048520994100002
1688;18684;CT-7945;ANM;RAFAEL URIBE URIBE;0025113410;AAA0171RBWW;20/03/2015;2015;37,957365247200002;37,957365247200002;77,140925072499996
1689;18688;CT-7945;ANM;RAFAEL URIBE URIBE;0025113409;AAA0022HNWF;20/03/2015;2015;41,575148198400001;41,575148198400001;87,706001075900005
1690;18689;CT-7945;ANM;RAFAEL URIBE URIBE;0025113408;AAA0022HNUZ;20/03/2015;2015;35,409845694900000;35,409845694900000;65,545578635300004
1691;18694;CT-7945;ANM;RAFAEL URIBE URIBE;0025113405;AAA0022HNRU;20/03/2015;2015;50,997689574399999;50,997689574399999;112,594647343999995
1692;18700;CT-7945;ANM;RAFAEL URIBE URIBE;0025113407;AAA0022HNTO;20/03/2015;2015;46,881210422499997;46,881210422499997;100,010370631000001
1693;18835;CT-7945;ANM;RAFAEL URIBE URIBE;0025113406;AAA0022HNSK;20/03/2015;2015;41,794210143000001;41,794210143000001;84,727933628800002
1694;18837;CT-7945;ANM;RAFAEL URIBE URIBE;0025113306;AAA0022HNCX;20/03/2015;2015;35,987349579000004;35,987349579000004;71,947730175600000
1695;19085;CT-7942;A;USAQUEN;2081063808;AAA0157OFHY;27/03/2015;2015;27,846091869799999;27,846091869799999;46,315862074999998
1696;19086;CT-7942;A;USAQUEN;2081063817;AAA0157OFRU;27/03/2015;2015;37,930047263799999;37,930047263799999;87,099143577000007
1697;19087;CT-7942;A;USAQUEN;2081063812;AAA0157OFLW;27/03/2015;2015;31,191265290899999;31,191265290899999;58,661940194099998
1698;19088;CT-7942;A;USAQUEN;2081063816;AAA0157OFPP;27/03/2015;2015;28,680147506400001;28,680147506400001;50,727887653099998
1699;19089;CT-7942;A;USAQUEN;2081063815;AAA0157OFOE;27/03/2015;2015;26,199943738200002;26,199943738200002;40,539168412199999
1700;19090;CT-7942;A;USAQUEN;2081063814;AAA0157OFNN;27/03/2015;2015;36,813555337300002;36,813555337300002;81,969582230900002
1701;19091;CT-7942;A;USAQUEN;2081063813;AAA0157OFMS;27/03/2015;2015;41,120989802700002;41,120989802700002;104,436563840000005
1702;19094;CT-7942;ANM;USAQUEN;2081063903;AAA0162YPZM;27/03/2015;2015;51,158252948300003;51,158252948300003;152,767190193000005
1703;20444;CT-7822;ANM;SAN CRISTOBAL;0013253638;AAA0005KJLW;11/05/2015;2015;57,999963228200002;57,999963228200002;190,751242533000010
1704;20447;CT-7822;A;SAN CRISTOBAL;0013253913;AAA0005KMZE;11/05/2015;2015;74,699966237400005;74,699966237400005;249,851651862000011
1705;20450;CT-7822;A;SAN CRISTOBAL;0013253915;AAA0005KNBR;11/05/2015;2015;80,100035143699998;80,100035143699998;152,146628886000002
1706;20451;CT-7822;ANM;SAN CRISTOBAL;0013253637;AAA0005KJKL;11/05/2015;2015;49,900084917199997;49,900084917199997;133,125593479000003
1707;20452;CT-7822;A;SAN CRISTOBAL;0013253916;AAA0005KNCX;11/05/2015;2015;79,100041119300002;79,100041119300002;134,240548466000007
1708;20454;CT-7822;A;SAN CRISTOBAL;0013253917;AAA0005KNDM;11/05/2015;2015;54,600029301500001;54,600029301500001;154,391684915000013
1709;20459;CT-7822;ANM;SAN CRISTOBAL;0013253603;AAA0005KFTO;11/05/2015;2015;62,691582501799999;62,691582501799999;178,822742981000005
1710;20470;CT-7822;ANM;SAN CRISTOBAL;0013253602;AAA0005KFSK;11/05/2015;2015;50,896655432700001;50,896655432700001;116,636334738000002
1711;20475;CT-7822;ANM;SAN CRISTOBAL;0013253601;AAA0005KFRU;11/05/2015;2015;51,635073726900004;51,635073726900004;152,099376401000001
1712;20488;CT-7822;ANM;SAN CRISTOBAL;0013253710;AAA0005KJXR;11/05/2015;2015;100,381356632000006;100,381356632000006;406,528820513000028
1713;20489;CT-7822;ANM;SAN CRISTOBAL;0013253709;AAA0005KJWF;11/05/2015;2015;58,199966304900002;58,199966304900002;135,111181141999992
1714;20490;CT-7822;ANM;SAN CRISTOBAL;0013253708;AAA0005KJUZ;11/05/2015;2015;33,300030561400000;33,300030561400000;62,706964080500001
1715;20491;CT-7822;ANM;SAN CRISTOBAL;0013253306;AAA0005KBSK;11/05/2015;2015;55,934034301099999;55,934034301099999;158,532803206000011
1716;20492;CT-7822;ANM;SAN CRISTOBAL;0013253707;AAA0005KJTO;11/05/2015;2015;30,999927453900000;30,999927453900000;54,989691341499999
1717;20493;CT-7822;ANM;SAN CRISTOBAL;0013253705;AAA0005KJSK;11/05/2015;2015;63,100140324400002;63,100140324400002;240,703796841000013
1718;20495;CT-7822;ANM;SAN CRISTOBAL;0013253704;AAA0005KJRU;11/05/2015;2015;50,400004491499999;50,400004491499999;142,481526438000003
1719;20496;CT-7822;ANM;SAN CRISTOBAL;0013253711;AAA0005KJYX;11/05/2015;2015;62,299960824800003;62,299960824800003;223,464966465999993
1720;20499;CT-7822;ANM;SAN CRISTOBAL;0013253309;AAA0005KBWF;11/05/2015;2015;33,954352437600001;33,954352437600001;63,325904443600002
1721;20500;CT-7822;ANM;SAN CRISTOBAL;0013253310;AAA0005KBXR;11/05/2015;2015;34,198589810599998;34,198589810599998;64,047401817099995
1722;20502;CT-7822;ANM;SAN CRISTOBAL;0013253702;AAA0005KJOE;11/05/2015;2015;41,600007195200000;41,600007195200000;100,909631895000004
1723;20503;CT-7822;ANM;SAN CRISTOBAL;0013253311;AAA0005KBYX;11/05/2015;2015;27,340761796700001;27,340761796700001;23,693530402099999
1724;20506;CT-7822;ANM;SAN CRISTOBAL;0013253312;AAA0005KBZM;11/05/2015;2015;34,049237123499999;34,049237123499999;61,598761069600002
1725;20507;CT-7822;ANM;SAN CRISTOBAL;0013253701;AAA0005KJNN;11/05/2015;2015;54,100023385299998;54,100023385299998;184,612811319999992
1726;20517;CT-7822;ANM;SAN CRISTOBAL;0013253316;AAA0005KCBS;11/05/2015;2015;39,774160792099998;39,774160792099998;75,494189723199995
1727;20525;CT-7822;ANM;SAN CRISTOBAL;0013253639;AAA0005KJMS;11/05/2015;2015;122,754869627000005;122,754869627000005;845,539265808999971
1728;20534;CT-7822;A;SAN CRISTOBAL;0013253914;AAA0005KNAF;11/05/2015;2015;36,899903734900001;36,899903734900001;85,015150715000004
1729;20541;CT-7822;A;SAN CRISTOBAL;0013253912;AAA0005KMYN;11/05/2015;2015;48,999823503800002;48,999823503800002;131,992431869000001
1730;20544;CT-7822;ANM;SAN CRISTOBAL;0013253317;S/I;11/05/2015;2015;47,608573751400002;47,608573751400002;116,940776337000003
1731;20552;CT-7822;ANM;SAN CRISTOBAL;0013253633;AAA0005KJEA;11/05/2015;2015;110,438895169999995;110,438895169999995;435,542499130000010
1732;20563;CT-7822;ANM;SAN CRISTOBAL;0013253631;AAA0005JMUZ;11/05/2015;2015;109,923413099000001;109,923413099000001;622,163554666999971
1733;20570;CT-7822;ANM;SAN CRISTOBAL;0013253630;AAA0005KJBR;11/05/2015;2015;92,500041820600003;92,500041820600003;313,356178724000017
1734;20575;CT-7822;ANM;SAN CRISTOBAL;0013253629;AAA0005KHXR;11/05/2015;2015;92,699934420000005;92,699934420000005;306,706784740999979
1735;20577;CT-7822;A;SAN CRISTOBAL;0013384236;AAA0006SMPP;11/05/2015;2015;113,199845846000002;113,199845846000002;649,045520028000055
1736;20586;CT-7822;A;SAN CRISTOBAL;0013384237;AAA0006SMRU;11/05/2015;2015;113,982161411999996;113,982161411999996;688,171432288999995
1737;20588;CT-7822;ANM;SAN CRISTOBAL;0013253616;AAA0005KHHY;11/05/2015;2015;83,287301656099999;83,287301656099999;375,369459623000012
1738;20608;CT-7822;ANM;SAN CRISTOBAL;0013253615;AAA0005KHFT;11/05/2015;2015;35,999808121900003;35,999808121900003;71,997442960599997
1739;20613;CT-7822;ANM;SAN CRISTOBAL;0013253614;AAA0005KHEA;11/05/2015;2015;35,999938339800003;35,999938339800003;71,998218075699995
1740;20617;CT-7822;ANM;SAN CRISTOBAL;0013253613;AAA0005KHDM;11/05/2015;2015;35,899990586599998;35,899990586599998;71,395103836900006
1741;20624;CT-7822;ANM;SAN CRISTOBAL;0013253608;AAA0005KFZM;11/05/2015;2015;107,085560302999994;107,085560302999994;368,544478400000003
1742;20625;CT-7822;ANM;SAN CRISTOBAL;0013253612;AAA0005KHCX;11/05/2015;2015;36,200154886100002;36,200154886100002;73,231318775800005
1743;20631;CT-7822;ANM;SAN CRISTOBAL;0013253611;AAA0005KHBR;11/05/2015;2015;40,599934841600003;40,599934841600003;85,770222708099993
1744;20643;CT-7822;ANM;SAN CRISTOBAL;0013253610;AAA0005KHAF;11/05/2015;2015;42,499920073100000;42,499920073100000;90,985662781000002
1745;20654;CT-7822;ANM;SAN CRISTOBAL;0013253606;AAA0005KFXR;11/05/2015;2015;77,754035202300003;77,754035202300003;260,150813162000020
1746;20656;CT-7822;A;SAN CRISTOBAL;0013254144;AAA0153NEMS;11/05/2015;2015;44,153328948999999;44,153328948999999;70,505592770999996
1747;20660;CT-7822;ANM;SAN CRISTOBAL;0013253605;AAA0005KFWF;11/05/2015;2015;77,788986925900005;77,788986925900005;243,801786200000009
1748;20667;CT-7822;ANM;SAN CRISTOBAL;0013253604;AAA0005KFUZ;11/05/2015;2015;79,107852970099998;79,107852970099998;254,194586802999993
1749;20674;CT-7822;ANM;SAN CRISTOBAL;0013251213;AAA0005JLPA;11/05/2015;2015;52,936763484300002;52,936763484300002;165,708267500999995
1750;20679;CT-7822;ANM;SAN CRISTOBAL;0013251212;AAA0005JLOM;11/05/2015;2015;54,619185024399997;54,619185024399997;179,911811964000009
1751;20885;CT-8050;ANM;RAFAEL URIBE URIBE;0025108914;AAA0022EEOE;15/12/2015;2015;30,050575113899999;30,050575113899999;56,274844297900003
1752;21032;CT-8050;ANM;RAFAEL URIBE URIBE;0025108608;AAA0022DYWW;15/12/2015;2015;60,121168729300003;60,121168729300003;181,482357803000014
1753;21042;CT-8050;ANM;RAFAEL URIBE URIBE;0025108688;S/I;15/12/2015;2015;54,244732267300002;54,244732267300002;169,274306711000008
1754;21169;CT-8043;ANM;SAN CRISTOBAL;0013142115;AAA0003YKXS;10/11/2015;2015;70,426702860500001;70,426702860500001;205,261163200999988
1755;21170;CT-8043;ANM;SAN CRISTOBAL;0013142116;AAA0003YKYN;10/11/2015;2015;72,678955204299996;72,678955204299996;241,351966833999995
1756;21171;CT-8043;ANM;SAN CRISTOBAL;0013142111;AAA0003YKSY;10/11/2015;2015;68,060605779799999;68,060605779799999;189,733790722000009
1757;21172;CT-8043;ANM;SAN CRISTOBAL;0013142110;AAA0003YKRJ;10/11/2015;2015;70,279366772200007;70,279366772200007;213,071620294000013
1758;21173;CT-8043;ANM;SAN CRISTOBAL;0013142113;AAA0003YKUH;10/11/2015;2015;69,968228367699993;69,968228367699993;201,720504653999996
1759;21174;CT-8043;ANM;SAN CRISTOBAL;0013142112;AAA0003YKTD;10/11/2015;2015;68,495288149399997;68,495288149399997;190,886291835999998
1760;21177;CT-8043;ANM;SAN CRISTOBAL;0013142119;AAA0003YLBR;10/11/2015;2015;68,085234805799999;68,085234805799999;189,184948939999998
1761;21182;CT-8043;ANM;SAN CRISTOBAL;0013142019;AAA0003YJXR;10/11/2015;2015;65,137583211899994;65,137583211899994;237,583097490000000
1762;21183;CT-8043;ANM;SAN CRISTOBAL;0013142018;AAA0003YJWF;10/11/2015;2015;38,151368944100000;38,151368944100000;86,780081165599995
1763;21184;CT-8043;ANM;SAN CRISTOBAL;0013142020;AAA0003YJYX;10/11/2015;2015;39,669128580100001;39,669128580100001;90,655870739099996
1764;21387;CT-8043;ANM;SAN CRISTOBAL;0013142021;AAA0003YJZM;10/11/2015;2015;64,981844960100005;64,981844960100005;177,838925200000006
1765;21402;CT-8043;ANM;SAN CRISTOBAL;0013142114;AAA0003YKWW;10/11/2015;2015;69,117687794000005;69,117687794000005;185,890230003999989
1766;21997;CT-8040;A;CIUDAD BOLIVAR;0025574304;AAA0027XYNN;13/11/2015;2015;34,224336571000002;34,224336571000002;72,863026606999995
1767;21998;CT-8040;A;CIUDAD BOLIVAR;0025574303;AAA0027XYMS;13/11/2015;2015;33,531546484000003;33,531546484000003;69,494447990699996
1768;21999;CT-8040;A;CIUDAD BOLIVAR;0025574302;AAA0027XYLW;13/11/2015;2015;34,092201230699999;34,092201230699999;71,880949501100005
1769;22004;CT-8040;A;CIUDAD BOLIVAR;0025574404;AAA0027XYWF;13/11/2015;2015;34,811934764599997;34,811934764599997;72,984789803699996
1770;22005;CT-8040;A;CIUDAD BOLIVAR;0025574403;AAA0027XYUZ;13/11/2015;2015;35,551153686399999;35,551153686399999;76,990301993399996
1771;22006;CT-8040;A;CIUDAD BOLIVAR;0025574402;AAA0027XYTO;13/11/2015;2015;36,149142264399998;36,149142264399998;78,869669501700002
1772;22010;CT-8040;A;CIUDAD BOLIVAR;0025574504;AAA0027XZDE;13/11/2015;2015;35,297376714099997;35,297376714099997;75,211797995500007
